# of units,City,Area,Address,Strata Name,Postal Code,Strata Plan #,Current Management text,Construction,Year built,Link
,Vancouver,Kitsilano,1725 Balsam Street,1725 Balsam Street,,,,,,
,Vancouver,Kitsilano,1839 W 5th Avenue,1839 W 5th Avenue,,,,,,
,Vancouver,Kitsilano,1966 York Avenue,1966 York Avenue,,,,,,
,Vancouver,Kitsilano,1977 Stephens Street,1977 Stephens Street,,,,,,
,Vancouver,Kitsilano,1988 Maple Street,1988 Maple Street,,,,,,
,Vancouver,Kitsilano,2015 W 3rd Avenue,2015 W 3rd Avenue,,,,,,
,Vancouver,Kitsilano,2020 Trafalgar Street,2020 Trafalgar Street,,,,,,
,Vancouver,Kitsilano,2045 Dunbar Street,2045 Dunbar Street,,,,,,
,Vancouver,Kitsilano,2052 W 3rd Avenue,2052 W 3rd Avenue,,,,,,
,Vancouver,Kitsilano,2083 W 3rd Avenue,2083 W 3rd Avenue,,,,,,
,Vancouver,Kitsilano,2100 W 3rd Avenue,2100 W 3rd Avenue,,,,,,
,Vancouver,Kitsilano,2110 York Avenue,2110 York Avenue,,,,,,
,Vancouver,Kitsilano,2121 W 5th Avenue,2121 W 5th Avenue,,,,,,
,Vancouver,Kitsilano,2140 W 12th Avenue,2140 W 12th Avenue,,,,,,
,Vancouver,Kitsilano,2239 W 1st Avenue,2239 W 1st Avenue,,,,,,
,Vancouver,Kitsilano,2287 W 3rd Avenue,2287 W 3rd Avenue,,,,,,
,Vancouver,Kitsilano,2298 W 1st Avenue,2298 W 1st Avenue,,,,,,
,Vancouver,Kitsilano,2405 W Broadway Boulevard,2405 W Broadway Boulevard,,,,,,
,Vancouver,Kitsilano,2446 W 4th Avenue,2446 W 4th Avenue,,,,,,
,Vancouver,Kitsilano,2466 W 3rd Avenue,2466 W 3rd Avenue,,,,,,
,Vancouver,Kitsilano,2535 W 6th Avenue,2535 W 6th Avenue,,,,,,
,Vancouver,Kitsilano,2546 W 4th Avenue,2546 W 4th Avenue,,,,,,
,Vancouver,Kitsilano,2815 Yew Street,2815 Yew Street,,,,,,
,Vancouver,Kitsilano,3250 W 4th Avenue,3250 W 4th Avenue,,,,,,
,Vancouver,Kitsilano,3495 W 4th Avenue,3495 W 4th Avenue,,,,,,
,Vancouver,Kitsilano,3673 W 11th Avenue,3673 W 11th Avenue,,,,,,
,Vancouver,Kitsilano,3235 W 4th Avenue,Alameda Park,,,,,,
,Vancouver,Kitsilano,2268 Redbud Lane,Ansonia,,,,,,
,Vancouver,Kitsilano,2680 Arbutus Street,Arbutus Outlook,,,,,,
,Vancouver,Kitsilano,2630 Arbutus Street,Arbutus Outlook,,,,,,
,Vancouver,Kitsilano,2120 W 2nd Avenue,Arbutus Place,,,,,,
,Vancouver,Kitsilano,2130 W 12th Avenue,Arbutus West Terrace,,,,,,
,Vancouver,Kitsilano,2020 W 8th Avenue,Augustine Gardens,,,,,,
,Vancouver,Kitsilano,2010 W 8th Avenue,Augustine Gardens,,,,,,
,Vancouver,Kitsilano,3126 - 3188 W 4th Avenue,Avanti,,,,,,
,Vancouver,Kitsilano,2001 Balsam Street,Balsam Mews,,,,,,
,Vancouver,Kitsilano,1575 Balsam Street,Balsam West,,,,,,
,Vancouver,Kitsilano,2255 York Avenue,Beach House,,,,,,
,Vancouver,Kitsilano,1512 Yew Street,Beachcomber,,,,,,
,Vancouver,Kitsilano,1665 Arbutus Street,Beaches,,,,,,
,Vancouver,Kitsilano,2368 Cornwall Avenue,Beachview Terrace,,,,,,
,Vancouver,Kitsilano,2008 Bayswater Street,Black Swan,,,,,,
,Vancouver,Kitsilano,3290 W 4th Avenue,Blenheim Place,,,,,,
,Vancouver,Kitsilano,3333 W 4th Avenue,Blenheim Terrace,,,,,,
,Vancouver,Kitsilano,3505 W Broadway Street,Boulevard,,,,,,
,Vancouver,Kitsilano,1990 Dunbar Street,Breeze,,,,,,
,Vancouver,Kitsilano,3155 - 3167 W 4th Avenue,Bridgewater,,,,,,
,Vancouver,Kitsilano,2040 Cornwall Avenue,Bryanston Court,,,,,,
,Vancouver,Kitsilano,2430 Point Grey Road,Buena Vista,,,,,,
,Vancouver,Kitsilano,1979 Yew Street,Capers Building,,,,,,
,Vancouver,Kitsilano,2255 W 4th Avenue,Capers Building,,,,,,
,Vancouver,Kitsilano,1978 Vine Street,Capers Building,,,,,,
,Vancouver,Kitsilano,2161 - 2181 W 12th Avenue,Carlings,,,,,,
,Vancouver,Kitsilano,1959 W 2nd Avenue,Carmel Place,,,,,,
,Vancouver,Kitsilano,1823 W 7th Avenue,Carnegie,,,,,,
,Vancouver,Kitsilano,1818 W 6th Avenue,Carnegie,,,,,,
,Vancouver,Kitsilano,2445 W 3rd Avenue,Carriage House,,,,,,
,Vancouver,Kitsilano,2493 W 1st Avenue,Cedar Crest,,,,,,
,Vancouver,Kitsilano,1811 W 16th Avenue,Cedar Mews,,,,,,
,Vancouver,Kitsilano,2370 W 2nd Avenue,Century House,,,,,,
,Vancouver,Kitsilano,3506 W 4th Avenue,Collingwood Gardens,,,,,,
,Vancouver,Kitsilano,2268 W 12th Avenue,Connaught,,,,,,
,Vancouver,Kitsilano,2121 W 6th Avenue,Connaught Court,,,,,,
,Vancouver,Kitsilano,2355 W Broadway Boulevard,Connaught Park Place,,,,,,
,Vancouver,Kitsilano,2628 Yew Street,Connaught Place,,,,,,
,Vancouver,Kitsilano,3638 W Broadway Boulevard,Coral Court,,,,,,
,Vancouver,Kitsilano,2160 Cornwall Avenue,Cornwall Terrace,,,,,,
,Vancouver,Kitsilano,1844 W 7th Avenue,Crestview,,,,,,
,Vancouver,Kitsilano,1868 W 8th Avenue,Cypress Manor,,,,,,
,Vancouver,Kitsilano,2755 Maple Street,Davenport,,,,,,
,Vancouver,Kitsilano,2983 - 3083 W 4th Avenue,Delano,,,,,,
,Vancouver,Kitsilano,2226 W 12th Avenue,Deseo,,,,,,
,Vancouver,Kitsilano,2469 Cornwall Avenue,Dorset House,,,,,,
,Vancouver,Kitsilano,2288 Marstrand Avenue,Duo,,,,,,
,Vancouver,Kitsilano,1808 W 1st Avenue,First on First,,,,,,
,Vancouver,Kitsilano,2455 York Avenue,Green Wood York,,,,,,
,Vancouver,Kitsilano,1858 - 1868 W 5th Avenue,Greenwich,,,,,,
,Vancouver,Kitsilano,2494 Cornwall Avenue,Gwenlyn Manor,,,,,,
,Vancouver,Kitsilano,2195 W 5th Avenue,Hearthstone,,,,,,
,Vancouver,Kitsilano,2250 W 3rd Avenue,Henley Park,,,,,,
,Vancouver,Kitsilano,1845 W 7th Avenue,Heritage At Cypress,,,,,,
,Vancouver,Kitsilano,1860 - 1890 W 6th Avenue,Heritage At Cypress,,,,,,
,Vancouver,Kitsilano,2137 W 10th Avenue,I,,,,,,
,Vancouver,Kitsilano,3270 W 4th Avenue,Jade West,,,,,,
,Vancouver,Kitsilano,3680 W 7th Avenue,Jericho House,,,,,,
,Vancouver,Kitsilano,2033 W 7th Avenue,Katrina Court,,,,,,
,Vancouver,Kitsilano,2890 Point Grey Road,Killarney Manor,,,,,,
,Vancouver,Kitsilano,1935 W 1st Avenue,Kingston Gardens,,,,,,
,Vancouver,Kitsilano,2119 Yew Street,Kits Palisades,,,,,,
,Vancouver,Kitsilano,2211 W 2nd Avenue,Kitsilano Terrace,,,,,,
,Vancouver,Kitsilano,1450 Laburnum Street,Kitslana Point,,,,,,
,Vancouver,Kitsilano,1808 W 3rd Avenue,Kore,,,,,,
,Vancouver,Kitsilano,2365 W 3rd Avenue,Landmark Horizon,,,,,,
,Vancouver,Kitsilano,2416 W 3rd Avenue,Landmark Reef,,,,,,
,Vancouver,Kitsilano,2088 W 11th Avenue,Lofts In Kits,,,,,,
,Vancouver,Kitsilano,2108 W 12th Avenue,Luzon,,,,,,
,Vancouver,Kitsilano,2525 Blenheim Street,Mack,,,,,,
,Vancouver,Kitsilano,2665 W Broadway Boulevard,Maguire Building,,,,,,
,Vancouver,Kitsilano,2173 W 6th Avenue,Malibu,,,,,,
,Vancouver,Kitsilano,1989 W 1st Avenue,Maple Court,,,,,,
,Vancouver,Kitsilano,1922 W 7th Avenue,Maple Gardens,,,,,,
,Vancouver,Kitsilano,2330 Maple Street,Maple Gardens,,,,,,
,Vancouver,Kitsilano,2080 Maple Street,Maple Manor,,,,,,
,Vancouver,Kitsilano,1990 W 6th Avenue,Maple View,,,,,,
,Vancouver,Kitsilano,2028 W 11th Avenue,Maples,,,,,,
,Vancouver,Kitsilano,1750 Maple Street,Maplewood Place,,,,,,
,Vancouver,Kitsilano,1825 W 8th Avenue,Marlboro Court,,,,,,
,Vancouver,Kitsilano,1950 W 8th Avenue,Marquis Manor,,,,,,
,Vancouver,Kitsilano,2156 W 12th Avenue,Metro,,,,,,
,Vancouver,Kitsilano,1820 W 3rd Avenue,Monterey,,,,,,
,Vancouver,Kitsilano,2788 Vine Street,Mozaiek,,,,,,
,Vancouver,Kitsilano,2181 W 3rd Avenue,New Port Mews,,,,,,
,Vancouver,Kitsilano,2655 Cranberry Drive,New Yorker,,,,,,
,Vancouver,Kitsilano,1870 Yew Street,Newport Mews,,,,,,
,Vancouver,Kitsilano,2428 W 1st Avenue,Noble House,,,,,,
,Vancouver,Kitsilano,2799 Yew Street,O'keefe,,,,,,
,Vancouver,Kitsilano,2450 Cornwall Avenue,Ocean's Door,,,,,,
,Vancouver,Kitsilano,2428 - 2438 W 4th Avenue,Pariz,,,,,,
,Vancouver,Kitsilano,2197 W 2nd Avenue,Playa Vista,,,,,,
,Vancouver,Kitsilano,3220 W 4th Avenue,Point Grey Estates,,,,,,
,Vancouver,Kitsilano,2550 Maple Street,Pulse,,,,,,
,Vancouver,Kitsilano,2216 W 3rd Avenue,Radcliffe,,,,,,
,Vancouver,Kitsilano,1933 W 5th Avenue,Sahlano,,,,,,
,Vancouver,Kitsilano,2238 W 2nd Avenue,Sandpebbles,,,,,,
,Vancouver,Kitsilano,3002 - 3080 W 4th Avenue,Santa Barbara,,,,,,
,Vancouver,Kitsilano,2175 Salal Drive,Savona,,,,,,
,Vancouver,Kitsilano,2175 W 3rd Avenue,Sea Breeze,,,,,,
,Vancouver,Kitsilano,2025 W 2nd Avenue,Seabreeze,,,,,,
,Vancouver,Kitsilano,2525 - 2575 W 4th Avenue,Seagate On Fourth,,,,,,
,Vancouver,Kitsilano,2405 W 2nd Avenue,Seascapes,,,,,,
,Vancouver,Kitsilano,1480 Arbutus Street,Seaview Manor,,,,,,
,Vancouver,Kitsilano,2228 Marstrand Avenue,Solo,,,,,,
,Vancouver,Kitsilano,1989 Dunbar Street,Sonesta,,,,,,
,Vancouver,Kitsilano,2410 Cornwall Avenue,Spinnaker,,,,,,
,Vancouver,Kitsilano,1867 W 3rd Avenue,St Claire Court,,,,,,
,Vancouver,Kitsilano,2680 W 4th Avenue,Star Of Kitsilano,,,,,,
,Vancouver,Kitsilano,2025 Stephens Street,Stephens Court,,,,,,
,Vancouver,Kitsilano,2190 W 7th Avenue,Sunset West,,,,,,
,Vancouver,Kitsilano,2375 W Broadway Boulevard,Taliesin,,,,,,
,Vancouver,Kitsilano,2036 W 10th Avenue,Tenali,,,,,,
,Vancouver,Kitsilano,2181 W 10th Avenue,Tenth Avenue,,,,,,
,Vancouver,Kitsilano,2252 W 5th Avenue,Tiburon,,,,,,
,Vancouver,Kitsilano,2545 - 2565 W Broadway Boulevard,Trafalgar Mews,,,,,,
,Vancouver,Kitsilano,2688 Vine Street,Treo,,,,,,
,Vancouver,Kitsilano,2490 W 2nd Avenue,Trinity,,,,,,
,Vancouver,Kitsilano,2263 Redbud Lane,Tropez,,,,,,
,Vancouver,Kitsilano,2282 W 7th Avenue,Tuscany,,,,,,
,Vancouver,Kitsilano,3440 W Broadway Boulevard,Vicinia,,,,,,
,Vancouver,Kitsilano,2255 W 5th Avenue,Villa Fiorita,,,,,,
,Vancouver,Kitsilano,1949 W 8th Avenue,Villas Pacifica,,,,,,
,Vancouver,Kitsilano,2228 - 2288 W Broadway Boulevard,Vine,,,,,,
,Vancouver,Kitsilano,2386 Cornwall Avenue,Vue,,,,,,
,Vancouver,Kitsilano,2522 Waterloo Street,Waterloo Flats,,,,,,
,Vancouver,Kitsilano,2211 W 5th Avenue,West Pointe Villa,,,,,,
,Vancouver,Kitsilano,2255 W 8th Avenue,West Wind,,,,,,
,Vancouver,Kitsilano,1875 W 8th Avenue,Westerly,,,,,,
,Vancouver,Kitsilano,1827 W 3rd Avenue,Westshore,,,,,,
,Vancouver,Kitsilano,2480 W 3rd Avenue,Westvale,,,,,,
,Vancouver,Kitsilano,1930 W 3rd Avenue,Westview,,,,,,
,Vancouver,Kitsilano,2190 W 8th Avenue,Westwood Villa,,,,,,
,Vancouver,Kitsilano,2256 W 7th Avenue,Windgate,,,,,,
,Vancouver,Kitsilano,1925 W 2nd Avenue,Windgate Beachside,,,,,,
,Vancouver,Kitsilano,2125 York Avenue,York Gardens,,,,,,
,Vancouver,Kitsilano,2475 York Avenue,York West,,,,,,
,Vancouver,Kitsilano,1888 York Avenue,Yorkville North,,,,,,
,Vancouver,Kitsilano,2768 Cranberry Drive,Zydeco,,,,,,
,Vancouver,Knight,4078 Knight Street,King Ed Village SW Tower,,,,,,
,Vancouver,Knight,1483 E King Edward Avenue,King Edward Village,,,,,,
,Vancouver,Knight,4028 Knight Avenue,King Edward Village NW,,,,,,
,Vancouver,Knight,1402 Kingsway Boulevard,King Edward Village NW Tower,,,,,,
,Coquitlam,Maillardville,102 Begin Street,Chateau D'or,,,,,,
,Coquitlam,Maillardville,295 Schoolhouse Street,Chateau Royale,,,,,,
,Coquitlam,Maillardville,205 Lebleu Street,Chez Nous,,,,,,
,Coquitlam,Maillardville,99 Begin Street,Le Chateau,,,,,,
,Coquitlam,Maillardville,1591 Booth Avenue,Le Laurentien,,,,,,
,Coquitlam,Maillardville,976 Adair Avenue,Orleans Ridge,,,,,,
,Coquitlam,Maillardville,990 Adair Avenue,Orleans Ridge,,,,,,
,Coquitlam,Maillardville,219 Begin Street,Place Fountain Bleau,,,,,,
,Coquitlam,Maillardville,1215 Brunette Avenue,Place Fountain Bleu,,,,,,
,Coquitlam,Maillardville,918 Roderick Avenue,Village Square,,,,,,
,Vancouver,Main,3218 Ontario Street,3218 Ontario Street,,,,,,
,Vancouver,Main,6460 Main Street,Crossover Plaza,,,,,,
,Vancouver,Main,383 E 37th Avenue,Magnolia Gate,,,,,,
,Vancouver,Main,360 E 36th Avenue,Magnolia Gate,,,,,,
,Vancouver,Main,3238 Quebec Street,Maples,,,,,,
,Vancouver,Main,3480 Main Street,Newport,,,,,,
,Vancouver,Main,225 E 19th Avenue,Newport,,,,,,
,Vancouver,Main,228 E 18th Avenue,Newport,,,,,,
,Vancouver,Main,188 E 33rd Avenue,Queen's Plaza,,,,,,
,Vancouver,Marpole,1065 W 72nd Avenue,1065 W 72nd Avenue,,,,,,
,Vancouver,Marpole,1099 W 71st Avenue,1099 W 71st Avenue,,,,,,
,Vancouver,Marpole,1328 W 73rd Avenue,1328 W 73rd Avenue,,,,,,
,Vancouver,Marpole,1406 W 73rd Avenue,1406 W 73rd Avenue,,,,,,
,Vancouver,Marpole,1414 W 73rd Avenue,1414 W 73rd Avenue,,,,,,
,Vancouver,Marpole,1445 W 70th Avenue,1445 W 70th Avenue,,,,,,
,Vancouver,Marpole,8791 French Street,8791 French Street,,,,,,
,Vancouver,Marpole,8851 Granville Street,8851 Granville Street,,,,,,
,Vancouver,Marpole,1550 SW Marine Drive,Carlton,,,,,,
,Vancouver,Marpole,1550 Marine Drive,Carlton,,,,,,
,Vancouver,Marpole,8775 Cartier Street,Cartier House,,,,,,
,Vancouver,Marpole,8680 Fremlin Street,Colonial Arms,,,,,,
,Vancouver,Marpole,8772 SW Marine Drive,Gulf View Court,,,,,,
,Vancouver,Marpole,8915 Hudson Street,Hudson Mews,,,,,,
,Vancouver,Marpole,8707 Hudson Street,Landmark Hudson,,,,,,
,Vancouver,Marpole,7520 - 7680 Columbia Street,Langara Springs,,,,,,
,Vancouver,Marpole,7520 - 7680 Columbia Street,Langara Springs,,,,,,
,Vancouver,Marpole,1518 W 70th Avenue,Laurel Point,,,,,,
,Vancouver,Marpole,1296 W 70th Avenue,Marpole,,,,,,
,Vancouver,Marpole,8989 Hudson Street,Nautica,,,,,,
,Vancouver,Marpole,1386 W 73rd Avenue,Parkside,,,,,,
,Vancouver,Marpole,8988 Hudson Street,Retro,,,,,,
,Vancouver,Marpole,8988 Hudson Street,Retro,,,,,,
,Vancouver,Marpole,8728 SW Marine Drive,Riverview Court,,,,,,
,Vancouver,Marpole,8622 Selkirk Street,Selkirk Manor,,,,,,
,Vancouver,Marpole,8633 SW Marine Drive,Southbend,,,,,,
,Vancouver,Marpole,8770 Laurel Street,Villa Marine,,,,,,
,Vancouver,Marpole,1251 W 71st Avenue,West Granville Manor,,,,,,
,Vancouver,Marpole,1353 W 70th Avenue,Westerlund,,,,,,
,Burnaby,Montecito,1802 Duthie Avenue,Valhalla Court,,,,,,
,Vancouver,Mount Pleasant,1055 E Broadway Street,1055 E Broadway Street,,,,,,
,Vancouver,Mount Pleasant,111 W 10th Avenue,111 W 10th Avenue,,,,,,
,Vancouver,Mount Pleasant,138 W 6th Avenue,138 W 6th Avenue,,,,,,
,Vancouver,Mount Pleasant,224 E 12th Avenue,224 E 12th Avenue,,,,,,
,Vancouver,Mount Pleasant,2333 Clark Drive,2333 Clark Drive,,,,,,
,Vancouver,Mount Pleasant,234 E 5th Avenue,234 E 5th Avenue,,,,,,
,Vancouver,Mount Pleasant,380 W 10th Avenue,380 W 10th Avenue,,,,,,
,Vancouver,Mount Pleasant,860 E Broadway Boulevard,860 E Broadway Boulevard,,,,,,
,Vancouver,Mount Pleasant,942 E Broadway Boulevard,942 E Broadway Boulevard,,,,,,
,Vancouver,Mount Pleasant,55 E 10th Avenue,Abbey Lane,,,,,,
,Vancouver,Mount Pleasant,336 E 1st Avenue,Artech,,,,,,
,Vancouver,Mount Pleasant,237 E 4th Avenue,Artworks,,,,,,
,Vancouver,Mount Pleasant,280 E 6th Avenue,Brewery Creek,,,,,,
,Vancouver,Mount Pleasant,813 E Broadway Boulevard,Broadhill Manor,,,,,,
,Vancouver,Mount Pleasant,2626 Alberta Street,Calladine,,,,,,
,Vancouver,Mount Pleasant,550 E 7th Avenue,Carolina Manor,,,,,,
,Vancouver,Mount Pleasant,570 E 8th Avenue,Carolinas,,,,,,
,Vancouver,Mount Pleasant,788 E 8th Avenue,Chelsea Court,,,,,,
,Vancouver,Mount Pleasant,228 E 14th Avenue,Deva,,,,,,
,Vancouver,Mount Pleasant,750 E 7th Avenue,Dogwood Place,,,,,,
,Vancouver,Mount Pleasant,2828 Main Street,Domain,,,,,,
,Vancouver,Mount Pleasant,830 E 7th Avenue,Fairfax,,,,,,
,Vancouver,Mount Pleasant,621 E 6th Avenue,Fairmont Place,,,,,,
,Vancouver,Mount Pleasant,1833 Crowe Street,Foundry,,,,,,
,Vancouver,Mount Pleasant,718 Main Street,Ginger,,,,,,
,Vancouver,Mount Pleasant,488 Kingsway Boulevard,Harvard Place,,,,,,
,Vancouver,Mount Pleasant,205 E 10th Avenue,Hub,,,,,,
,Vancouver,Mount Pleasant,642 E 7th Avenue,Ivan Manor,,,,,,
,Vancouver,Mount Pleasant,256 E 2nd Avenue,Jacobsen,,,,,,
,Vancouver,Mount Pleasant,3020 Quebec Street,Karma Rose,,,,,,
,Vancouver,Mount Pleasant,330 E 7th Avenue,Landmark Belvedere,,,,,,
,Vancouver,Mount Pleasant,1066 E 8th Avenue,Landmark Caprice,,,,,,
,Vancouver,Mount Pleasant,550 E 6th Avenue,Landmark Gardens,,,,,,
,Vancouver,Mount Pleasant,349 E 6th Avenue,Landmark House,,,,,,
,Vancouver,Mount Pleasant,440 E 5th Avenue,Landmark Manor,,,,,,
,Vancouver,Mount Pleasant,175 E Broadway Boulevard,Lee Building,,,,,,
,Vancouver,Mount Pleasant,338 W 8th Avenue,Loft 338,,,,,,
,Vancouver,Mount Pleasant,495 W 6th Avenue,Loft 495,,,,,,
,Vancouver,Mount Pleasant,128 W 6th Avenue,Lofts On 6th,,,,,,
,Vancouver,Mount Pleasant,350 E 2nd Avenue,Main Space,,,,,,
,Vancouver,Mount Pleasant,1060 E Broadway Boulevard,Mariner Mews,,,,,,
,Vancouver,Mount Pleasant,1040 E Broadway Boulevard,Mariner Mews,,,,,,
,Vancouver,Mount Pleasant,665 E 6th Avenue,McAllister House,,,,,,
,Vancouver,Mount Pleasant,680 E 5th Avenue,McDonald House,,,,,,
,Vancouver,Mount Pleasant,1065 E 8th Avenue,McEwen House,,,,,,
,Vancouver,Mount Pleasant,588 E 5th Avenue,McGregor House,,,,,,
,Vancouver,Mount Pleasant,272 E 4th Avenue,Mecca,,,,,,
,Vancouver,Mount Pleasant,288 E 8th Avenue,Metrovista,,,,,,
,Vancouver,Mount Pleasant,607 E 8th Avenue,Mirasol,,,,,,
,Vancouver,Mount Pleasant,489 W 6th Avenue,Miro,,,,,,
,Vancouver,Mount Pleasant,2055 Yukon Street,Montreux,,,,,,
,Vancouver,Mount Pleasant,1099 E Broadway Boulevard,Mount Pleasant,,,,,,
,Vancouver,Mount Pleasant,255 E 14th Avenue,Mount Pleasant Gardens,,,,,,
,Vancouver,Mount Pleasant,825 E 7th Avenue,Mount Pleasant Manor,,,,,,
,Vancouver,Mount Pleasant,2150 Brunswick Street,Mount Pleasant Place,,,,,,
,Vancouver,Mount Pleasant,391 E 7th Avenue,Oakwood Park,,,,,,
,Vancouver,Mount Pleasant,2910 Ontario Street,Ontario Place,,,,,,
,Vancouver,Mount Pleasant,756 - 774 Great Northern Way,Pacific Terraces,,,,,,
,Vancouver,Mount Pleasant,711 E 6th Avenue,Picasso,,,,,,
,Vancouver,Mount Pleasant,350 E 5th Avenue,Pleasant View Manor,,,,,,
,Vancouver,Mount Pleasant,808 E 8th Avenue,Prince Albert Court,,,,,,
,Vancouver,Mount Pleasant,3150 Prince Edward Street,Prince Edward Place,,,,,,
,Vancouver,Mount Pleasant,659 E 8th Avenue,Ridgemont,,,,,,
,Vancouver,Mount Pleasant,36 E 14 Avenue,Rosemont,,,,,,
,Vancouver,Mount Pleasant,319 E 7th Avenue,Scotia Place,,,,,,
,Vancouver,Mount Pleasant,2635 Prince Edward Street,Soma Lofts,,,,,,
,Vancouver,Mount Pleasant,298 E 11th Avenue,Sophia,,,,,,
,Vancouver,Mount Pleasant,975 E Broadway Boulevard,Sprwood,,,,,,
,Vancouver,Mount Pleasant,507 E 6th Avenue,St. George's Place,,,,,,
,Vancouver,Mount Pleasant,2770 Sophia Street,Stella,,,,,,
,Vancouver,Mount Pleasant,238 E 10th Avenue,STUDIO 10,,,,,,
,Vancouver,Mount Pleasant,444 E 6th Avenue,Terrace Heights,,,,,,
,Vancouver,Mount Pleasant,251 East 7th Avenue,The District,,,,,,
,Vancouver,Mount Pleasant,328 E 11th Avenue,Uno,,,,,,
,Vancouver,Mount Pleasant,430 E 8th Avenue,VANCOUVER MANOR,,,,,,
,Vancouver,Mount Pleasant,334 E 5th Avenue,Viewpoint,,,,,,
,Vancouver,Mount Pleasant,345 W 10th Avenue,Villa Marquis,,,,,,
,Vancouver,Mount Pleasant,853 E 7th Avenue,Vista Villa,,,,,,
,Vancouver,Mount Pleasant,2520 Manitoba Street,Vue,,,,,,
,Vancouver,Mount Pleasant,228 E 4th Avenue,Watershed,,,,,,
,Vancouver,Mount Pleasant,1048 E 7th Avenue,Windsor Garden,,,,,,
,Vancouver,Mount Pleasant,930 E 7th Avenue,Windsor Park,,,,,,
,Vancouver,Mount Pleasant,265 E 15th Avenue,Wood Glen,,,,,,
,Vancouver,Mount Pleasant,428 W 8th Avenue,Xl,,,,,,
,Coquitlam,New Horizons,3102 Windsor Gate,Celadon,,,,,,
,Coquitlam,New Horizons,1195 Pipeline Road,Deerwood Court,,,,,,
,Coquitlam,New Horizons,1167 Pipeline Road,Glenwood Place,,,,,,
,Coquitlam,New Horizons,1171 Pipeline Road,Glenwood Place,,,,,,
,Coquitlam,New Horizons,1187 Pipeline Road,Pine Court,,,,,,
,Coquitlam,New Horizons,3105 Lincoln Avenue,Windsor Gate,,,,,,
,Coquitlam,North Coquitlam,2958 Glen Drive,Altamonte,,,,,,
,Coquitlam,North Coquitlam,2978 Burlington Drive,Burlington,,,,,,
,Coquitlam,North Coquitlam,2968 Burlington Drive,Burlington,,,,,,
,Coquitlam,North Coquitlam,1189 Eastwood Street,Cartier,,,,,,
,Coquitlam,North Coquitlam,1145 Heffley Crescent,Centergate,,,,,,
,Coquitlam,North Coquitlam,1185 Pacific Street,Centerville,,,,,,
,Coquitlam,North Coquitlam,1148 Heffley Crescent,Centura,,,,,,
,Coquitlam,North Coquitlam,1185 The High Street,Claremont,,,,,,
,Coquitlam,North Coquitlam,1148 Westwood Street,Classics,,,,,,
,Coquitlam,North Coquitlam,1180 Pinetree Way,Frontenac Tower,,,,,,
,Coquitlam,North Coquitlam,2915 Glen Drive,Glenborough,,,,,,
,Coquitlam,North Coquitlam,2925 Glen Drive,Glenborough,,,,,,
,Coquitlam,North Coquitlam,1210 Pacific Street,Glenview,,,,,,
,Coquitlam,North Coquitlam,2978 Glen Drive,Grand Central,,,,,,
,Coquitlam,North Coquitlam,1196 Pipeline Road,Hudson,,,,,,
,Coquitlam,North Coquitlam,1163 The High Street,Kensington,,,,,,
,Coquitlam,North Coquitlam,3085 Primrose Lane,"Lakeside Terrace ""Ascot""",,,,,,
,Coquitlam,North Coquitlam,1190 Eastwood Street,"Lakeside Terrace ""Canterbury""",,,,,,
,Coquitlam,North Coquitlam,3075 Primrose Lane,"Lakeside Terrace ""Carrington""",,,,,,
,Coquitlam,North Coquitlam,1189 Westwood Street,"Lakeside Terrace ""Chantsworth""",,,,,,
,Coquitlam,North Coquitlam,3065 Primrose Lane,"Lakeside Terrace ""Covington""",,,,,,
,Coquitlam,North Coquitlam,1200 Eastwood Street,"Lakeside Terrace ""Cromwell""",,,,,,
,Coquitlam,North Coquitlam,1199 Westwood Street,"Lakeside Terrace ""Devonshire""",,,,,,
,Coquitlam,North Coquitlam,3070 Guildford Way,"Lakeside Terrace ""Tower""",,,,,,
,Coquitlam,North Coquitlam,2980 Atlantic Avenue,Levo,,,,,,
,Coquitlam,North Coquitlam,1155 The High Street,M1 Metropolitan Residences,,,,,,
,Coquitlam,North Coquitlam,2992 Glen Drive,M2,,,,,,
,Coquitlam,North Coquitlam,1190 Pipeline Road,MacKenzie,,,,,,
,Coquitlam,North Coquitlam,3098 Guildford Drive,Marlborough House,,,,,,
,Coquitlam,North Coquitlam,2950 Glen Drive,Oasis,,,,,,
,Coquitlam,North Coquitlam,1178 Heffley Crescent,Obelisk,,,,,,
,Coquitlam,North Coquitlam,1190 Pacific Street,Pacific Glen,,,,,,
,Coquitlam,North Coquitlam,1215 Pacific Street,Pacific Place,,,,,,
,Coquitlam,North Coquitlam,3071 Glen Drive,Parc Laurent,,,,,,
,Coquitlam,North Coquitlam,3061 Glen Drive,Parc Laurent,,,,,,
,Coquitlam,North Coquitlam,3081 Glen Drive,Parc Laurent,,,,,,
,Coquitlam,North Coquitlam,2957 Glen Drive,Parc The Residences,,,,,,
,Coquitlam,North Coquitlam,1175 Heffley Crescent,Park Manor,,,,,,
,Coquitlam,North Coquitlam,1199 Eastwood Street,Selkirk,,,,,,
,Coquitlam,North Coquitlam,2959 Glen Drive,The Parc,,,,,,
,Coquitlam,North Coquitlam,2982 Burlington Drive,"Westwood Village ""Edgemont""",,,,,,
,Coquitlam,North Coquitlam,2979 Glen Drive,Westwood Village-Altamonte,,,,,,
,Port Moody,North Shore,288 Ungless Way,Crescendo,,,,,,
